fire.name,year,sdc,name.simple,max_tmmx,max_tmmn,min_rmax,max_bi
nm3570310559420000529_VIVEASH_2000_forestedhighsev.tif,2000,0.0024,VIVEASH_2000,27.35,10.75,32.6,76
nm3590710632420000505_CERROGRANDE_2000_forestedhighsev.tif,2000,0.0023,CERROGRANDE_2000,27.55,10.95,28.3,122
nm3626910661020000805_PRIETA_2000_forestedhighsev.tif,2000,0.0127,PRIETA_2000,31.55,14.55,56.4,52
az3210211042720010509_NORTHSTAR_2001_forestedhighsev.tif,2001,0.0249,NORTHSTAR_2001,35.25,16.85,29.1,77
az3375610976320011011_TURKEYCRK_2001_forestedhighsev.tif,2001,0.0234,TURKEYCRK_2001,20.45,2.55,32.4,68
az3410611003320011022_CORDUROY_2001_forestedhighsev.tif,2001,0.0234,CORDUROY_2001,24.55,6.05,35.1,84
az3420411061920011012_CHUCKBOX_2001_forestedhighsev.tif,2001,0.0111,CHUCKBOX_2001,23.75,6.65,25.3,77
az3431311178520010702_PINE_2001_forestedhighsev.tif,2001,0.0027,PINE_2001,39.05,20.85,38,84
az3443411070120011024_UNNAMED_2001_forestedhighsev.tif,2001,0.0183,UNNAMED_2001,22.15,6.85,30.8,85
az3453011200320010625_UNNAMED_2001_forestedhighsev.tif,2001,0.0148,UNNAMED_2001,38.45,22.35,23,74
az3459411115720011024_UNNAMED_2001_forestedhighsev.tif,2001,0.024,UNNAMED_2001,22.15,4.65,39.7,77
az3462411119620011024_UNNAMED_2001_forestedhighsev.tif,2001,0.0247,UNNAMED_2001,22.15,4.55,38.6,80
az3621211197620010715_VISTA_2001_forestedhighsev.tif,2001,0.0103,VISTA_2001,33.05,14.55,38,75
az3624811222920010829_TOWERFIRE_2001_forestedhighsev.tif,2001,0.0096,TOWERFIRE_2001,27.95,10.05,31,60
az3633811232120010817_SWAMPRDG_2001_forestedhighsev.tif,2001,0.0163,SWAMPRDG_2001,29.75,11.55,55.1,48
nm3151210879620010504_ANIMAS_2001_forestedhighsev.tif,2001,0.0186,ANIMAS_2001,28.45,10.45,34.1,87
nm3258310650020010528_BENNETTMT_2001_forestedhighsev.tif,2001,0.0263,BENNETTMT_2001,34.15,17.55,19.5,97
nm3340910803820010617_WHITETAIL_2001_forestedhighsev.tif,2001,0.0255,WHITETAIL_2001,30.55,14.25,41.4,64
nm3345510802520010612_UNNAMED_2001_forestedhighsev.tif,2001,0.0177,UNNAMED_2001,30.45,10.05,34.9,92
nm3350110795720010612_UNNAMED_2001_forestedhighsev.tif,2001,0.0121,UNNAMED_2001,30.15,10.55,34.1,92
nm3353110783720010923_CEASE_2001_forestedhighsev.tif,2001,0.0255,CEASE_2001,24.35,10.65,27.2,47
nm3355910852220011026_UNNAMED_2001_forestedhighsev.tif,2001,0.0208,UNNAMED_2001,20.65,5.45,45,80
nm3420410576620010421_PINATOSA_2001_forestedhighsev.tif,2001,0.0023,PINATOSA_2001,23.75,4.65,42.6,91
nm3423610617320010715_UNNAMED_2001_forestedhighsev.tif,2001,0.0062,UNNAMED_2001,32.45,15.45,64.7,58
nm3618010708720010917_VALLES_2001_forestedhighsev.tif,2001,0.0076,VALLES_2001,28.25,8.25,43.3,60
nm3673910499820010510_HIGHLAND_2001_forestedhighsev.tif,2001,0.0192,HIGHLAND_2001,24.35,8.85,56.7,46
nm3694810496220010429_YORK_2001_forestedhighsev.tif,2001,0.0064,YORK_2001,20.75,4.35,50.1,57
az3134611106720020612_WALKER_2002_forestedhighsev.tif,2002,0.0156,WALKER_2002,40.15,20.55,21.4,108
az3140411031420020228_OVERSITE_2002_forestedhighsev.tif,2002,0.0095,OVERSITE_2002,19.65,3.35,11.5,100
az3157711050520020429_RYAN_2002_forestedhighsev.tif,2002,0.0185,RYAN_2002,33.65,10.55,11.8,107
az3242411066920020520_BULLOCK_2002_forestedhighsev.tif,2002,0.0097,BULLOCK_2002,34.15,18.05,15.3,105
az3257511075620020712_ORACLE HILL_2002_forestedhighsev.tif,2002,0.014,ORACLE HILL_2002,36.35,23.65,43.5,80
az3423311046320020618_RODEO_2002_forestedhighsev.tif,2002,0.0036,RODEO_2002,34.65,15.55,16.7,123
az3443611128620020901_UNNAMED_2002_forestedhighsev.tif,2002,0.0079,UNNAMED_2002,28.45,14.45,36.9,70
az3449811249420020515_INDIAN_2002_forestedhighsev.tif,2002,0.0044,INDIAN_2002,31.65,9.85,24.1,121
az3503211203920020821_TRICK_2002_forestedhighsev.tif,2002,0.0138,TRICK_2002,33.45,13.75,24.2,90
az3542111413120020220_VOCKCYN_2002_forestedhighsev.tif,2002,0.0115,VOCKCYN_2002,23.05,5.95,12.3,102
az3680910910920020628_CARRIZO1_2002_forestedhighsev.tif,2002,0.007,CARRIZO1_2002,32.75,14.55,29.6,83
nm3155810867420020627_WALNUT_2002_forestedhighsev.tif,2002,0.0215,WALNUT_2002,35.45,17.85,23.2,114
nm3217510475620020508_UNNAMED_2002_forestedhighsev.tif,2002,0.0165,UNNAMED_2002,29.25,15.35,12.2,124
nm3286810557020020508_PENASCO_2002_forestedhighsev.tif,2002,0.0046,PENASCO_2002,24.75,7.45,21.1,105
nm3329110544820020323_NUMBER52_2002_forestedhighsev.tif,2002,0.0134,NUMBER52_2002,23.05,6.15,30.4,99
nm3331710854920020630_CUB_2002_forestedhighsev.tif,2002,0.0037,CUB_2002,30.65,13.95,34.1,84
nm3345410840820020331_MIDDLE_2002_forestedhighsev.tif,2002,0.0088,MIDDLE_2002,23.35,3.95,33.5,83
nm3348410788220020812_CASTLE_2002_forestedhighsev.tif,2002,0.0169,CASTLE_2002,30.45,12.35,41.9,52
nm3533210450220020602_MEADOW_2002_forestedhighsev.tif,2002,0.0098,MEADOW_2002,35.75,17.15,29.9,87
nm3584910555020020615_TRAMPAS_2002_forestedhighsev.tif,2002,0.0035,TRAMPAS_2002,24.95,8.75,24,75
nm3587710671020020826_LAKES_2002_forestedhighsev.tif,2002,0.0031,LAKES_2002,28.05,10.45,33.3,59
nm3599010579320020522_BORREGO_2002_forestedhighsev.tif,2002,0.0059,BORREGO_2002,28.75,9.75,26.4,90
nm3610410503320020602_CERROPELON_2002_forestedhighsev.tif,2002,0.0079,CERROPELON_2002,27.45,8.95,23.1,86
nm3648110637020020611_MONTOYA_2002_forestedhighsev.tif,2002,0.0052,MONTOYA_2002,30.75,11.35,18.6,101
nm3668210504720020608_PONILCOMPLEX_2002_forestedhighsev.tif,2002,0.0036,PONILCOMPLEX_2002,30.95,10.35,25.1,77
nm3693410324320020601_KENTON_2002_forestedhighsev.tif,2002,0.0128,KENTON_2002,36.45,18.45,33.3,90
az3223511054320030617_HELENS2_2003_forestedhighsev.tif,2003,0.0039,HELENS2_2003,37.15,20.65,22,99
az3243311077720030617_ASPEN_2003_forestedhighsev.tif,2003,0.0053,ASPEN_2003,28.55,14.55,22.4,96
az3335310908520030705_MAPLE_2003_forestedhighsev.tif,2003,0.0108,MAPLE_2003,35.05,19.85,26.3,102
az3358010910320030727_UNNAMED_2003_forestedhighsev.tif,2003,0.01,UNNAMED_2003,31.15,15.25,61.8,36
az3361310928420030712_STEEPLE_2003_forestedhighsev.tif,2003,0.0031,STEEPLE_2003,30.75,13.75,39.2,76
az3365410922320030606_THOMAS_2003_forestedhighsev.tif,2003,0.0066,THOMAS_2003,27.75,8.05,32.6,110
az3389611003320030713_KINISHBA_2003_forestedhighsev.tif,2003,0.0026,KINISHBA_2003,36.75,17.55,30.2,76
az3397311111720030617_PICTURE_2003_forestedhighsev.tif,2003,0.0037,PICTURE_2003,35.55,16.65,17.8,113
az3457511209320030623_UNNAMED_2003_forestedhighsev.tif,2003,0.013,UNNAMED_2003,36.75,19.25,14.7,112
az3510211132820030606_MORMON_2003_forestedhighsev.tif,2003,0.0032,MORMON_2003,31.75,10.65,27.4,122
az3515111135220030607_LIZARD_2003_forestedhighsev.tif,2003,0.0123,LIZARD_2003,32.15,11.75,26.6,124
az3630711238320030615_POWELL_2003_forestedhighsev.tif,2003,0.0149,POWELL_2003,36.05,14.55,24.8,100
az3631111220120030930_POPLAR_2003_forestedhighsev.tif,2003,0.0031,POPLAR_2003,23.75,7.75,24.3,60
nm3140310896920030821_UNNAMED_2003_forestedhighsev.tif,2003,0.0204,UNNAMED_2003,32.85,17.55,49.1,51
nm3299610542820030509_WALKER_2003_forestedhighsev.tif,2003,0.0042,WALKER_2003,29.25,10.85,21,124
nm3305210803320030704_UNNAMED_2003_forestedhighsev.tif,2003,0.0183,UNNAMED_2003,33.35,19.35,28.4,90
nm3312510781920030620_SECO_2003_forestedhighsev.tif,2003,0.0037,SECO_2003,31.35,15.25,24.9,107
nm3320710783520030618_UNNAMED_2003_forestedhighsev.tif,2003,0.0107,UNNAMED_2003,30.95,15.05,28,99
nm3322510843320030531_DRYLAKECOMPLEX_2003_forestedhighsev.tif,2003,0.0063,DRYLAKECOMPLEX_2003,32.05,14.05,32,94
nm3330310875120030711_SPRUCE_2003_forestedhighsev.tif,2003,0.0092,SPRUCE_2003,31.55,18.95,27.6,82
nm3332710879620030714_NABOURS_2003_forestedhighsev.tif,2003,0.0166,NABOURS_2003,33.35,19.05,29.3,83
nm3338210781720030704_UNNAMED_2003_forestedhighsev.tif,2003,0.0063,UNNAMED_2003,32.55,18.25,28.6,79
nm3339010873920030713_SILVER_2003_forestedhighsev.tif,2003,0.0064,SILVER_2003,33.85,19.05,29.3,83
nm3341610797320030428_BOILER_2003_forestedhighsev.tif,2003,0.014,BOILER_2003,25.75,5.15,20.3,98
nm3343610832420030704_UNNAMED_2003_forestedhighsev.tif,2003,0.0123,UNNAMED_2003,32.25,16.55,33,83
nm3383210842120030712_DIVIDE_2003_forestedhighsev.tif,2003,0.0138,DIVIDE_2003,34.25,14.75,38.2,81
nm3587110583120030623_CAPULIN_2003_forestedhighsev.tif,2003,0.0034,CAPULIN_2003,29.75,13.15,33.4,85
nm3642410549020030704_ENCEBADO_2003_forestedhighsev.tif,2003,0.0031,ENCEBADO_2003,32.65,13.15,29.6,71
az3271210988120040626_NUTALLCOMPLEX_2004_forestedhighsev.tif,2004,0.0046,NUTALLCOMPLEX_2004,29.35,15.85,23.8,100
az3323010937420040520_PIGEON_2004_forestedhighsev.tif,2004,0.0156,PIGEON_2004,33.85,13.65,19.7,103
az3342010937820040517_ROSE_2004_forestedhighsev.tif,2004,0.0122,ROSE_2004,24.95,9.05,26.1,111
az3357010928920040517_KP_2004_forestedhighsev.tif,2004,0.0084,KP_2004,23.05,6.55,29.5,111
az3387810932020040608_THREEFORKS_2004_forestedhighsev.tif,2004,0.0077,THREEFORKS_2004,25.95,4.65,24.8,114
az3400111194120040814_NEW_2004_forestedhighsev.tif,2004,0.0127,NEW_2004,34.35,19.95,51.8,81
az3410911149820040624_WILLOW_2004_forestedhighsev.tif,2004,0.004,WILLOW_2004,31.55,14.15,20.5,105
az3442411137120040329_WEBBER_2004_forestedhighsev.tif,2004,0.0085,WEBBER_2004,22.95,5.15,23,77
az3507111133920040622_JACKET_2004_forestedhighsev.tif,2004,0.0029,JACKET_2004,32.05,13.65,24.8,106
az3508011225520040822_WILDSTEERWFU_2004_forestedhighsev.tif,2004,0.013,WILDSTEERWFU_2004,32.85,14.65,33.6,68
az3591811192320040808_CAMP36WFU_2004_forestedhighsev.tif,2004,0.0147,CAMP36WFU_2004,32.75,13.65,41.1,59
az3603811210020040505_LONGJIM_2004_forestedhighsev.tif,2004,0.0095,LONGJIM_2004,27.05,7.15,31,129
az3618011199320040915_WALHALLA_2004_forestedhighsev.tif,2004,0.0082,WALHALLA_2004,24.35,8.05,36.3,72
az3622611207920040823_OUTLETRX_2004_forestedhighsev.tif,2004,0.0062,OUTLETRX_2004,26.35,10.55,35.6,77
az3624111202220041006_MARBLEJIMCOMPLEX_2004_forestedhighsev.tif,2004,0.0062,MARBLEJIMCOMPLEX_2004,20.05,6.05,34.4,85
nm3281310864620040620_UNNAMED_2004_forestedhighsev.tif,2004,0.0196,UNNAMED_2004,32.95,13.95,14.9,101
nm3311510831520040625_GRANNYWFU_2004_forestedhighsev.tif,2004,0.0058,GRANNYWFU_2004,31.95,14.85,15.3,102
nm3316010826120040625_RINCONWFU_2004_forestedhighsev.tif,2004,0.0088,RINCONWFU_2004,30.35,14.55,14.8,102
nm3361010535120040515_PEPPIN_2004_forestedhighsev.tif,2004,0.0075,PEPPIN_2004,30.35,11.85,26.5,101
nm3425810579820040521_LOOKOUT_2004_forestedhighsev.tif,2004,0.0048,LOOKOUT_2004,28.55,10.85,23.5,105
nm3519110809020040612_SEDGWICK_2004_forestedhighsev.tif,2004,0.0043,SEDGWICK_2004,30.45,9.75,27.3,102
az3172411083220050707_FLORIDA_2005_forestedhighsev.tif,2005,0.0056,FLORIDA_2005,34.45,21.15,19.4,78
az3191610932620050717_BARFOOT_2005_forestedhighsev.tif,2005,0.0091,BARFOOT_2005,31.55,14.65,41.9,88
az3307510971120050614_PIMAGAP_2005_forestedhighsev.tif,2005,0.021,PIMAGAP_2005,36.75,22.05,22.4,84
az3334311108520050717_PEACHVILLE_2005_forestedhighsev.tif,2005,0.0072,PEACHVILLE_2005,39.35,25.55,31,86
az3345111107320050717_MILESWFU_2005_forestedhighsev.tif,2005,0.0092,MILESWFU_2005,40.85,25.25,31.2,94
az3349911024320050821_ROCKYTANK_2005_forestedhighsev.tif,2005,0.0146,ROCKYTANK_2005,35.85,20.05,49.7,57
az3379211140020050716_EDGECOMPLEX_2005_forestedhighsev.tif,2005,0.0038,EDGECOMPLEX_2005,39.35,22.45,32.5,84
az3393311135020050716_OAK_2005_forestedhighsev.tif,2005,0.0118,OAK_2005,43.35,24.45,35.8,83
az3417211212120050620_SUNSETPOINT_2005_forestedhighsev.tif,2005,0.0215,SUNSETPOINT_2005,40.15,24.85,14.8,98
az3424311187720050621_CAVECREEKCOMPLEX_2005_forestedhighsev.tif,2005,0.0117,CAVECREEKCOMPLEX_2005,37.45,21.45,14.9,100
az3464111299420050717_SHRANCHCOMPLEX_2005_forestedhighsev.tif,2005,0.0089,SHRANCHCOMPLEX_2005,39.05,21.55,19.9,88
az3561610920720051017_OAKRIDGE_2005_forestedhighsev.tif,2005,0.0211,OAKRIDGE_2005,20.05,2.15,75.9,45
az3572410919820050712_KINLICHEE_2005_forestedhighsev.tif,2005,0.026,KINLICHEE_2005,32.35,14.25,22.2,84
az3577611358920050623_HINDU_2005_forestedhighsev.tif,2005,0.0261,HINDU_2005,38.15,22.15,11.1,111
az3583311375120050719_CLAYTANK_2005_forestedhighsev.tif,2005,0.0127,CLAYTANK_2005,39.45,21.25,32.8,93
az3584711192920050623_MUDERSBACHWFU_2005_forestedhighsev.tif,2005,0.0058,MUDERSBACHWFU_2005,30.95,12.55,28.1,99
az3590411195920050626_NORTHSKINNERWFU_2005_forestedhighsev.tif,2005,0.0239,NORTHSKINNERWFU_2005,29.95,9.15,28.4,95
az3590911384720050720_JEFF_2005_forestedhighsev.tif,2005,0.009,JEFF_2005,36.95,21.55,38.5,68
az3602211207920051002_LONGJIM1RX_2005_forestedhighsev.tif,2005,0.021,LONGJIM1RX_2005,23.95,8.95,46,88
az3603211215420050524_TOPEKARX_2005_forestedhighsev.tif,2005,0.0233,TOPEKARX_2005,29.55,9.45,38.9,92
az3614711195120051001_WALHALLACAPEROYALRX_2005_forestedhighsev.tif,2005,0.0161,WALHALLACAPEROYALRX_2005,24.05,8.05,45.1,86
az3621111211120050626_DRAGONCOMPLEXWFU_2005_forestedhighsev.tif,2005,0.0113,DRAGONCOMPLEXWFU_2005,27.95,8.25,26.1,82
az3624111311920050611_TUWEEPWFU_2005_forestedhighsev.tif,2005,0.0179,TUWEEPWFU_2005,35.65,20.65,22.4,100
az3632311378720050719_TANKCOMPLEX_2005_forestedhighsev.tif,2005,0.009,TANKCOMPLEX_2005,39.95,23.75,18.5,101
az3647611372120050623_LASTCHANCE_2005_forestedhighsev.tif,2005,0.0075,LASTCHANCE_2005,32.15,21.45,10.1,101
az3658411371220050630_TWEEDYPOINT_2005_forestedhighsev.tif,2005,0.0094,TWEEDYPOINT_2005,37.25,23.05,8.5,101
az3659011384920050721_COW_2005_forestedhighsev.tif,2005,0.0104,COW_2005,36.85,24.55,25.6,70
az3670211395220050624_MTBANGSCOMPLEX_2005_forestedhighsev.tif,2005,0.0106,MTBANGSCOMPLEX_2005,36.15,21.95,9.9,95
az3674211345720050720_TWIST_2005_forestedhighsev.tif,2005,0.0165,TWIST_2005,38.95,24.05,29.7,62
az3695411214620050630_BUZZARD_2005_forestedhighsev.tif,2005,0.0028,BUZZARD_2005,36.95,18.45,20.5,87
nm3341310817620050528_BLACKRANGECOMPLEXWFU_2005_forestedhighsev.tif,2005,0.0075,BLACKRANGECOMPLEXWFU_2005,25.75,9.35,34.5,94
nm3364710851120050529_FORKWFU_2005_forestedhighsev.tif,2005,0.0139,FORKWFU_2005,26.45,4.25,46.3,90
nm3365310869120050820_MOUNTAIN_2005_forestedhighsev.tif,2005,0.0202,MOUNTAIN_2005,30.15,12.65,46.5,49
nm3402310883520050612_JOHNSONWFU_2005_forestedhighsev.tif,2005,0.0112,JOHNSONWFU_2005,30.15,10.55,28.7,79
nm3564010468820051201_MAES_2005_forestedhighsev.tif,2005,0.0192,MAES_2005,16.05,-0.85,38.5,81
nm3597510883220051022_LITTLEWATER1_2005_forestedhighsev.tif,2005,0.0208,LITTLEWATER1_2005,17.85,-0.55,42,58
nm3617710895220050828_HOOKLAKE_2005_forestedhighsev.tif,2005,0.0193,HOOKLAKE_2005,23.65,10.65,35.2,54
nm3635610626420050917_PINECANYON_2005_forestedhighsev.tif,2005,0.0039,PINECANYON_2005,25.55,13.05,29.9,69
az3182410934020060113_JOHNSONPEAK_2006_forestedhighsev.tif,2006,0.0128,JOHNSONPEAK_2006,13.85,-1.85,19.1,117
az3368810924320060615_BEAVERHEAD_2006_forestedhighsev.tif,2006,0.0093,BEAVERHEAD_2006,27.55,9.05,28.5,120
az3394311122720060629_HACKBERRY_2006_forestedhighsev.tif,2006,0.0149,HACKBERRY_2006,34.05,18.55,38.6,69
az3409711234020060629_ROCKHILL_2006_forestedhighsev.tif,2006,0.0138,ROCKHILL_2006,36.95,22.25,37.9,72
az3440311133420060205_FEBRUARY_2006_forestedhighsev.tif,2006,0.0108,FEBRUARY_2006,18.05,1.25,16.8,156
az3454711071420060608_UNNAMED_2006_forestedhighsev.tif,2006,0.0044,UNNAMED_2006,31.15,11.75,17,110
az3458811086720060422_SAND_2006_forestedhighsev.tif,2006,0.0111,SAND_2006,23.95,6.65,31,85
az3458811086720060522_ENCINO_2006_forestedhighsev.tif,2006,0.0111,ENCINO_2006,31.85,13.05,14.1,116
az3492011175820060618_BRINSFIRE_2006_forestedhighsev.tif,2006,0.0129,BRINSFIRE_2006,36.25,18.55,11.3,102
az3570510940520060606_KINLICHEE2_2006_forestedhighsev.tif,2006,0.0049,KINLICHEE2_2006,33.55,14.95,28.6,114
az3592111197820060608_WESTWFU_2006_forestedhighsev.tif,2006,0.0217,WESTWFU_2006,31.65,11.35,18.1,124
az3640511377720060701_BIRTHDAY_2006_forestedhighsev.tif,2006,0.0137,BIRTHDAY_2006,37.55,22.85,19.8,96
az3662511217320060608_WARM_2006_forestedhighsev.tif,2006,0.0026,WARM_2006,28.65,13.35,11.5,110
az3667211403020060719_KILNCOMPLEX_2006_forestedhighsev.tif,2006,0.0188,KILNCOMPLEX_2006,35.55,24.75,33,70
az3669611390020060901_CULL_2006_forestedhighsev.tif,2006,0.0154,CULL_2006,32.35,20.55,28.9,102
az3673411381920060724_UNNAMED_2006_forestedhighsev.tif,2006,0.0155,UNNAMED_2006,35.15,22.95,28.6,66
nm3146110873120060621_EICKSDRAW_2006_forestedhighsev.tif,2006,0.0251,EICKSDRAW_2006,33.65,19.75,34.3,89
nm3161010876620060518_ADOBE_2006_forestedhighsev.tif,2006,0.0069,ADOBE_2006,29.45,10.85,22.1,132
nm3299510817920060602_SKATES_2006_forestedhighsev.tif,2006,0.0071,SKATES_2006,31.55,18.35,16.8,136
nm3322510529920060404_REDLAKE_2006_forestedhighsev.tif,2006,0.0215,REDLAKE_2006,28.15,9.55,29.9,102
nm3332010892920060606_BRUSHY_2006_forestedhighsev.tif,2006,0.0154,BRUSHY_2006,33.85,16.85,19.6,132
nm3342710857420060619_BEAR_2006_forestedhighsev.tif,2006,0.0053,BEAR_2006,26.65,11.15,23,92
nm3346710798220060501_UNNAMED_2006_forestedhighsev.tif,2006,0.0287,UNNAMED_2006,28.25,5.05,38.7,78
nm3363410885120060606_MARTINEZ_2006_forestedhighsev.tif,2006,0.009,MARTINEZ_2006,34.45,11.85,26.7,131
nm3385210873820060617_UNNAMED_2006_forestedhighsev.tif,2006,0.0092,UNNAMED_2006,31.25,13.35,22,84
nm3610510513020060412_OJOFELIZ_2006_forestedhighsev.tif,2006,0.0096,OJOFELIZ_2006,23.35,5.45,19.6,96
nm3621110689420060624_BEARPAW_2006_forestedhighsev.tif,2006,0.006,BEARPAW_2006,29.05,11.75,43.5,62
nm3626710493820060616_RIVERAMESA_2006_forestedhighsev.tif,2006,0.0095,RIVERAMESA_2006,33.35,12.85,29.4,92
nm3640710489520060301_CASA_2006_forestedhighsev.tif,2006,0.026,CASA_2006,21.85,2.75,19.5,93
az3136511064720070514_SANANTONIO_2007_forestedhighsev.tif,2007,0.0124,SANANTONIO_2007,31.65,12.85,29.3,113
az3189611160020070707_ALAMBRE_2007_forestedhighsev.tif,2007,0.0083,ALAMBRE_2007,35.35,23.65,31.5,75
az3337010926020070702_SQUAW_2007_forestedhighsev.tif,2007,0.0164,SQUAW_2007,34.55,18.55,16,108
az3355910935720070630_CHITTY_2007_forestedhighsev.tif,2007,0.0076,CHITTY_2007,29.15,12.35,15.2,97
az3435111101420070513_PROMONTORY_2007_forestedhighsev.tif,2007,0.0096,PROMONTORY_2007,29.15,10.85,27.6,101
az3454811103920070912_WILKINS_2007_forestedhighsev.tif,2007,0.0163,WILKINS_2007,25.85,11.45,41.7,64
az3489211154620070706_BIRDIE_2007_forestedhighsev.tif,2007,0.0074,BIRDIE_2007,29.25,13.55,33.8,72
az3553310941120070703_OAKRIDGE3_2007_forestedhighsev.tif,2007,0.0019,OAKRIDGE3_2007,32.95,15.35,13.5,85
az3600511208220070824_GRANDVIEW_2007_forestedhighsev.tif,2007,0.0336,GRANDVIEW_2007,30.65,15.25,51.9,56
az3618111195420070719_ROOSEVELTWFU_2007_forestedhighsev.tif,2007,0.0056,ROOSEVELTWFU_2007,33.55,17.15,36,72
az3623511201120071019_UNCLEJIMRX_2007_forestedhighsev.tif,2007,0.0128,UNCLEJIMRX_2007,19.45,3.65,35,89
az3634511226920071019_NORTHWESTRX_2007_forestedhighsev.tif,2007,0.0236,NORTHWESTRX_2007,21.95,5.25,34.7,84
az3663911248120070705_SLIDE_2007_forestedhighsev.tif,2007,0.008,SLIDE_2007,37.95,19.95,10.1,99
az3679411373720070705_BLACKROCKGULCH_2007_forestedhighsev.tif,2007,0.0083,BLACKROCKGULCH_2007,35.95,23.85,7.4,95
az3691611372820070718_RADIO_2007_forestedhighsev.tif,2007,0.0134,RADIO_2007,32.45,22.45,17.5,97
nm3309410769720070617_GRANITEWFU_2007_forestedhighsev.tif,2007,0.0282,GRANITEWFU_2007,33.35,16.35,18.5,89
nm3312210805620070603_LOCOWFU_2007_forestedhighsev.tif,2007,0.0097,LOCOWFU_2007,30.55,16.45,25.7,141
nm3329410834620070622_WOODLAND_2007_forestedhighsev.tif,2007,0.0098,WOODLAND_2007,33.45,16.25,19.2,90
nm3355710845420070622_HLWFU_2007_forestedhighsev.tif,2007,0.0063,HLWFU_2007,30.15,14.75,21.3,90
nm3384910845120070912_PATTERSON_2007_forestedhighsev.tif,2007,0.0207,PATTERSON_2007,25.55,10.35,44.2,43
nm3459310641120071118_OJOPEAK_2007_forestedhighsev.tif,2007,0.0036,OJOPEAK_2007,14.15,2.85,31.2,66
nm3630710401420070216_FARLEY_2007_forestedhighsev.tif,2007,0.0197,FARLEY_2007,17.55,-0.05,47.2,60
